ID,timeLimit,widthBlock,heightBlock,objectCount,record,harmful-breakable-walk,harmful-breakable-walkBig,harmful-breakable-fly,harmful-breakable-flyBig,harmful-breakable-shooter,harmful-breakable-shooterBig,harmful-breakable-shooterFly,harmful-breakable-shooterFlyBig,harmful-indestructible-fixed,harmful-indestructible-fixedBig,harmful-indestructible-walk,harmful-indestructible-walkBig,harmful-indestructible-fly,harmful-indestructible-flyBig,harmful-indestructible-shooter,harmful-indestructible-shooterBig,harmful-indestructible-shooterFly,harmful-indestructible-shooterFlyBig,friendly-powerUp,friendly-vehicle,friendly-help,friendly-jump,friendly-move,friendly-teleport,friendly-puzzle,friendly-coin
70CD-0000-0361-94F4,500,240,27,3388,92173,7,0,1,0,12,0,0,0,345,18,0,0,3,0,0,0,0,0,0,0,37,14,3,10,0,1
7147-0000-0349-9C32,500,94,27,3343,57043,1,1,0,0,0,1,0,0,67,1,1,1,3,0,0,0,0,0,73,0,217,9,1,24,5,38
714D-0000-0322-F505,10,84,27,1494,7288,1,0,0,0,0,0,0,0,1295,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
7256-0000-032E-AF52,350,240,27,2268,72370,2,18,1,4,0,0,0,0,1,4,1,4,0,0,0,3,0,0,9,2,3,144,161,19,1,181
726A-0000-0328-C7DF,180,84,27,2016,72305,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,546,16,0,0,0,0
7287-0000-0332-A266,400,157,27,3637,53059,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,190,58,98,123,232
73B2-0000-033F-01A5,30,94,27,3760,29816,0,0,0,0,0,0,0,0,348,74,0,0,0,0,40,0,0,0,1,0,3,752,9,6,0,0
74B2-0000-0334-54FE,500,198,27,1904,34248,32,0,0,0,0,0,2,0,0,0,30,0,0,0,18,0,0,0,101,0,0,210,3,4,39,0
74E2-0000-033C-A7CF,500,240,27,1323,16273,0,0,2,0,4,0,0,0,14,8,0,0,14,5,5,0,0,0,16,20,0,25,13,2,1,0
760A-0000-035E-75DA,500,240,27,3196,121791,9,0,14,0,10,0,0,0,46,29,6,0,0,0,16,0,0,0,0,2,10,69,43,19,0,59
76A2-0000-0332-48F2,10,46,27,1122,3763,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
773E-0000-0322-5046,500,120,27,1511,26225,10,0,2,1,0,0,0,0,2,4,5,0,0,0,0,0,0,0,4,0,23,2,1,6,0,36
7771-0000-0324-480F,50,66,27,2389,31926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,26,100,13,10,0,19
7793-0000-0340-7D5F,280,240,27,3146,167590,11,0,2,0,0,3,0,0,25,10,2,0,11,4,8,0,0,0,5,3,35,25,49,29,2,157
7921-0000-0310-F5F5,50,189,27,535,40458,0,0,0,0,1,0,0,0,483,5,18,6,0,0,2,0,0,0,1,1,0,6,2,0,0,0
79D3-0000-032C-CBE4,30,240,27,1381,15639,14,9,3,0,3,0,1,0,2,0,0,0,6,0,14,0,0,2,69,7,0,0,67,0,0,395
7A3D-0000-0331-1E25,500,240,27,4176,6993,17,0,0,0,34,0,0,0,307,12,0,0,1,0,0,0,0,0,15,2,28,12,198,20,7,73
7A87-0000-0329-BF83,300,240,27,1395,21741,7,0,2,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,11,1,0,6,0,72
7A9A-0000-0387-10B2,30,154,27,255,16167,0,0,0,0,0,0,0,0,182,0,0,0,0,0,2,0,0,0,0,1,0,0,2,4,1,24
7ABB-0000-0323-74EE,500,106,27,492,32737,0,0,0,0,23,0,0,0,90,1,0,0,0,0,1,1,0,0,0,0,5,0,0,8,0,0
7AE8-0000-0351-A6AF,500,240,27,2145,28288,14,0,0,0,6,0,0,0,3,0,0,0,3,0,5,0,0,0,1,3,6,54,21,12,3,0
7B5D-0000-0325-C015,500,105,27,1174,29832,0,0,0,0,0,0,0,0,67,4,0,0,0,0,1,0,0,0,0,0,2,2,13,0,3,1
7C3B-0000-0334-80E7,500,240,27,2691,84420,7,0,0,0,0,0,0,0,144,2,0,0,7,0,7,3,0,0,6,1,18,0,9,30,3,22
7D0D-0000-033F-8D2B,30,157,27,2318,28930,2,16,0,0,7,6,0,0,834,30,0,1,0,15,10,0,0,0,28,0,55,110,24,71,21,13
7D27-0000-034A-CFF1,500,180,27,4245,102077,3,0,0,0,1,0,0,0,23,3,1,0,31,0,20,0,0,0,6,0,48,23,235,36,5,11
7D4F-0000-0325-827B,500,144,27,1393,11850,1,0,0,0,5,0,1,0,1103,0,5,0,77,0,3,0,0,0,3,2,0,1,0,0,0,0
7E29-0000-034E-912A,20,234,27,720,19969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7E3B-0000-0334-AE2C,420,240,27,1348,59178,2,0,3,0,0,0,0,0,65,11,0,0,4,6,0,1,0,0,1,0,11,2,5,9,2,15
7E5C-0000-0350-045B,40,240,27,1625,25169,0,0,0,0,0,20,0,0,115,1,0,0,21,0,0,1,0,0,13,0,182,66,33,30,23,0
7EC2-0000-035D-A325,40,84,27,1609,33616,0,0,0,27,0,0,0,0,58,7,0,34,0,32,23,0,0,0,0,0,0,11,2,4,0,560
7F7D-0000-033E-CD9A,500,240,27,2455,36856,1,0,0,0,0,0,0,0,35,4,0,0,22,9,3,0,0,0,101,17,14,6,8,15,7,186
7F0F-0000-0354-530D,250,240,27,1458,94882,0,0,0,0,0,0,0,0,30,5,19,3,11,19,8,0,0,0,1,0,11,0,3,11,2,58
7FAA-0000-035D-6D48,500,141,27,607,71397,0,0,1,1,0,1,0,0,333,22,0,0,0,40,3,0,0,0,0,1,0,34,19,0,1,0
7FC4-0000-034C-2E41,500,240,27,3549,78967,23,2,1,4,4,0,0,0,277,18,2,0,3,0,0,0,0,0,0,4,15,16,4,19,1,19
7FE1-0000-0361-9C3A,60,92,27,2980,31835,9,6,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,4,6,2,57,10,1,45
7FF1-0000-0330-93BE,500,240,27,1054,47993,30,0,2,0,0,0,0,0,965,4,0,0,1,1,0,0,0,0,0,0,0,8,0,4,0,0
807E-0000-0349-D4CD,20,231,27,1706,19617,19,0,0,0,5,0,0,0,288,89,0,0,0,0,2,0,0,0,7,1,14,27,46,14,0,190
8102-0000-0312-822E,20,98,27,2041,14338,0,4,0,0,0,0,0,0,1970,1,0,3,0,0,0,1,0,0,0,0,0,3,20,4,1,0
812D-0000-0332-6E90,500,120,27,615,11477,6,0,0,0,0,0,0,0,209,31,0,0,0,0,6,0,0,0,46,0,73,11,5,0,0,77
816B-0000-02FF-C0B5,20,96,27,1069,18350,0,0,1,1,0,0,0,0,16,7,12,0,1,2,1,1,0,0,8,1,7,5,23,9,42,32
8323-0000-0311-77FE,450,235,27,1104,17127,0,0,0,0,0,0,0,0,26,0,0,0,18,0,1,3,0,0,24,3,4,85,11,8,0,3
8327-0000-0339-C9C6,120,54,27,396,13654,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,0,12
837B-0000-0321-C151,500,240,27,3731,84183,7,0,0,16,7,0,0,0,14,2,0,0,0,4,0,0,0,0,25,3,17,7,142,41,4,7
83AB-0000-034A-E2EA,500,240,27,2379,106770,0,13,0,5,0,0,0,0,538,53,0,16,0,8,0,3,0,0,4,0,27,0,232,9,0,20
83E0-0000-0369-4624,40,84,27,761,7875,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,1,0,21,0,0,6,0,109
847B-0000-0331-22DF,60,228,27,3398,34979,16,40,0,9,3,0,0,0,263,22,6,11,0,0,20,1,0,0,7,13,0,31,5,14,19,346
84AB-0000-035B-D097,200,239,27,742,4157,4,0,2,1,2,4,1,0,15,0,0,0,4,0,0,0,0,0,0,1,15,1,2,8,0,27
84EF-0000-0316-F63B,500,240,27,1398,121864,27,0,2,0,26,0,0,0,156,5,3,0,3,9,23,0,0,0,16,3,0,99,20,12,4,4
85D1-0000-034F-F0AA,30,240,27,2030,23648,19,0,5,0,0,0,0,0,139,10,0,0,0,0,1,0,0,0,0,0,227,237,19,0,1,175
86C1-0000-033C-3440,500,80,27,216,8856,8,0,2,0,0,0,0,0,46,0,0,0,0,8,3,0,0,0,0,0,0,52,18,0,0,0
8709-0000-0330-8B8E,500,132,27,163,23466,4,0,0,0,0,0,0,0,12,2,0,0,0,0,3,0,0,0,0,0,0,29,11,0,0,0
8757-0000-032D-9E74,350,225,27,4361,146483,0,0,0,0,0,0,0,0,65,8,22,9,0,0,50,0,0,0,104,7,4,1,22,18,11,49
8769-0000-0329-BFA1,200,240,27,1337,19686,30,0,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,10,1,5,0,88
8820-0000-036A-D898,500,43,27,537,3805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,23,2,0,11
6F78-0000-0316-3A85,500,240,27,2050,136980,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,155,0,88,2,3,11,0,0
8845-0000-030F-A80C,300,240,27,2141,33959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,36,1,239,0,1,8,4,156
88DF-0000-031A-759D,60,104,27,921,28963,3,0,8,2,0,0,0,0,2,0,5,1,4,1,0,0,0,0,2,0,2,0,31,2,0,20
8922-0000-0326-E3B4,400,216,27,3452,63614,6,0,0,0,2,0,2,0,60,49,0,0,3,0,0,1,0,0,1,0,4,11,0,12,4,0
8956-0000-0326-553E,60,24,27,134,1399,5,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,0,0
8995-0000-0341-3318,500,240,27,3122,118316,7,0,0,0,5,0,0,0,113,23,4,0,2,0,75,0,0,0,1,0,21,1,51,45,33,76
89B0-0000-033C-D663,90,240,27,4213,84840,1,0,0,3,0,0,0,0,147,44,0,4,11,28,20,0,0,0,3,7,29,12,15,15,1,240
89F3-0000-033F-58D9,500,235,27,3862,216209,11,0,9,0,4,0,0,0,220,0,35,7,5,3,5,0,0,0,4,3,15,0,96,17,1,43
899C-0000-0328-5B33,500,185,27,2148,17710,10,1,0,0,0,0,0,0,7,1,0,0,0,0,2,0,0,0,3,0,6,2,46,0,0,0
8A10-0000-0359-3AC2,500,240,27,1680,21279,2,6,0,0,1,0,0,0,164,3,7,0,28,0,13,1,0,0,29,10,70,843,12,32,6,29
8A4C-0000-0300-31F2,120,84,27,1714,32324,3,0,0,0,0,0,0,0,64,0,0,0,0,0,2,0,0,0,3,3,773,19,0,10,21,38
8A50-0000-0309-EB3C,500,217,27,1522,401063,0,0,0,0,0,0,0,0,130,2,0,0,55,13,0,0,0,0,92,24,7,47,4,18,2,43
8AA0-0000-0307-CC1F,420,240,27,635,40727,2,0,0,0,1,0,0,0,27,3,3,0,0,0,1,0,0,0,5,0,4,6,11,4,4,18
8AFE-0000-033D-3502,300,68,27,2309,37466,1,0,0,0,1,0,0,0,13,7,0,0,0,0,6,0,0,0,1,1,2,5,18,12,89,17
8A62-0000-0315-112B,500,84,27,343,6574,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,26,0,14
8BAA-0000-032B-A516,290,104,27,667,9817,14,4,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,5,0,14,0,32
8BE5-0000-034D-EA2E,500,152,27,4411,45708,32,0,0,0,117,0,0,0,310,0,0,0,0,0,3,0,0,0,189,43,5,216,0,4,0,36
8C72-0000-0312-A72A,500,81,27,301,6090,0,0,0,0,0,1,0,0,94,0,2,0,0,0,57,0,0,0,0,0,0,0,1,2,0,0
8CC2-0000-032A-2336,10,42,27,131,2844,2,1,1,0,3,1,0,0,14,15,0,0,2,3,1,1,0,0,3,0,11,12,0,2,0,0
8C3F-0000-034A-B444,500,240,27,1946,13362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,0,290,0,1,38,0,77
8D41-0000-0315-1146,300,120,27,928,12200,9,3,0,0,0,0,0,0,15,0,6,0,1,0,23,1,0,0,6,0,1,0,0,113,0,0
8E32-0000-0310-3898,500,240,27,4000,43697,6,1,6,1,6,1,0,0,46,6,3,1,6,1,60,0,0,0,6,1,24,44,185,46,2,92
8CED-0000-034E-B718,500,240,27,1911,55778,0,0,0,0,0,0,0,0,71,13,0,0,0,0,0,0,0,0,0,0,2,0,17,5,0,1
8EA6-0000-032D-7669,500,240,27,2954,114811,6,0,0,0,4,0,0,0,34,44,0,0,4,1,48,0,0,0,0,1,8,63,236,19,4,98
8E45-0000-036A-DA45,500,60,27,838,11833,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,17,14,0,29
8F3A-0000-030E-FBD5,200,91,27,659,38296,5,0,2,0,3,0,0,0,0,2,2,0,0,0,2,1,0,0,3,0,1,0,2,6,0,5
8ED2-0000-031C-F9B3,500,240,27,3335,210682,3,1,0,0,1,0,0,0,272,11,7,2,6,3,1,0,0,0,8,3,9,12,35,34,7,247
8FCB-0000-034E-FF07,500,73,27,563,7845,0,0,0,0,34,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,50,0,0,2
9049-0000-030D-C6DB,10,62,27,740,186889,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,5
9093-0000-0382-85B9,500,240,27,1999,48244,7,0,0,0,0,0,0,0,61,0,19,0,0,0,0,0,0,0,42,4,7,49,25,4,0,1
8FA4-0000-0381-5CFA,500,240,27,3088,209876,4,7,1,0,8,4,0,0,56,16,19,2,3,0,27,0,2,0,2,0,24,23,88,141,17,84
9112-0000-0308-BA7A,20,240,27,3029,19414,4,1,0,0,5,0,0,0,765,30,1,0,0,0,9,0,0,0,13,0,53,76,47,19,12,371
91D9-0000-032B-6CCC,60,168,27,1705,37919,0,0,3,0,0,0,1,0,960,51,0,0,11,0,28,0,0,0,0,3,40,80,19,13,0,17
91F5-0000-033A-FAF9,500,240,27,3405,209666,5,0,0,0,0,0,0,0,85,35,0,3,12,1,24,0,0,0,4,0,18,11,121,15,3,101
91FA-0000-030A-7CA4,500,240,27,3577,72948,0,0,0,0,9,0,0,0,9,11,0,0,0,0,80,0,0,0,133,1,418,122,35,66,3,1570
9110-0000-0321-39FF,500,137,27,494,17264,6,1,1,0,6,0,0,0,41,1,2,0,0,0,0,0,0,0,1,1,2,5,5,1,1,5
9274-0000-0353-A896,500,240,27,3250,137670,1,3,0,2,0,0,0,0,184,17,0,0,0,0,73,0,0,2,6,0,90,5,25,18,0,5
9426-0000-031F-33DC,500,240,27,1476,52705,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,10,0,0,8,0,70
938A-0000-0336-39F6,300,240,27,2493,20666,0,0,0,0,0,0,0,0,2,0,48,0,92,47,0,2,0,0,4,3,408,308,74,21,0,332
942D-0000-0320-6814,60,240,27,2140,39810,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1,0,0,29,0,0,1,0,4,1,427
946B-0000-033C-F54B,140,145,27,356,25236,1,0,0,0,0,0,0,0,64,2,1,0,0,0,0,0,0,0,0,0,5,0,5,2,14,3
9449-0000-0354-DD60,500,180,27,2902,42974,24,0,0,0,22,0,0,0,70,4,0,0,0,0,0,0,0,0,70,0,3,156,23,8,42,0
951D-0000-031E-10E7,10,81,27,991,7189,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,26,0,22,2,1,13
953D-0000-037A-33C0,70,238,27,1288,52118,3,4,0,0,0,0,0,0,298,78,3,0,0,0,54,0,0,0,0,0,126,10,83,6,1,105
9576-0000-030A-293B,500,189,27,849,15643,0,0,0,0,0,0,1,0,344,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0
95BE-0000-0386-F68B,10,69,27,1933,9739,0,0,0,0,0,0,0,0,17,4,0,0,29,6,0,0,0,0,0,0,0,0,0,2,10,0
94AE-0000-0366-1910,30,239,27,957,23875,16,0,0,0,0,0,0,0,106,22,0,0,0,19,0,0,0,0,6,0,0,99,0,4,0,503
9767-0000-0329-7ACE,500,240,27,2451,150643,8,1,0,0,0,0,0,0,211,24,0,4,11,0,19,0,0,0,3,2,34,6,50,34,14,53
961B-0000-0349-B85D,400,240,27,3184,131840,2,12,3,7,0,0,0,0,29,5,24,16,64,0,7,0,0,0,18,2,50,24,31,13,2,111
9792-0000-0321-3B75,200,156,27,379,17875,9,4,1,0,2,0,1,0,9,2,0,1,5,3,41,0,0,0,1,2,4,3,59,132,0,17
9771-0000-0349-6DE7,30,240,27,454,23469,0,0,0,0,0,0,0,0,9,18,0,22,0,41,0,0,0,0,1,0,0,44,0,0,0,131
9908-0000-0325-7098,500,176,27,2978,102206,7,0,0,0,1,2,0,0,9,18,0,0,0,0,5,0,0,0,19,1,9,7,53,14,1,2
9989-0000-0308-F7B7,100,236,27,3800,46802,21,1,0,0,0,0,0,0,43,0,14,0,0,0,1,0,0,0,1,0,27,10,2,16,26,76
9A10-0000-0347-8970,320,240,27,1660,72126,5,0,4,1,1,0,0,0,4,0,0,0,0,3,0,0,0,0,3,1,126,4,13,27,0,59
9887-0000-0331-F3CB,200,43,27,2227,36250,6,1,0,0,0,0,0,0,38,0,4,1,24,0,4,4,0,2,6,0,11,0,17,9,0,159
9A62-0000-0323-4708,500,240,27,3632,127430,13,2,0,0,0,0,0,0,65,9,9,0,2,1,44,0,0,0,5,0,24,24,93,14,9,92
9BA0-0000-0310-798B,20,234,27,843,17215,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,14,1,0,0,113,2,0,218
9B9F-0000-032C-143C,30,84,27,2062,22549,0,13,0,5,3,0,0,0,7,23,0,12,0,6,0,8,0,0,25,0,174,47,0,4,28,0
9BFB-0000-0356-FD8A,20,88,27,556,18292,2,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,5,0,4,6,1,2,0,0
9BDE-0000-0316-68AB,70,85,27,1173,44850,14,25,0,0,0,0,0,0,37,0,0,14,0,0,0,0,0,0,3,0,0,0,0,7,4,87
9C25-0000-033E-98ED,500,240,27,1909,26915,81,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,1,0,0,0
9CB1-0000-0368-D259,140,72,27,3189,111983,7,0,12,0,0,0,0,0,945,100,0,0,0,0,0,0,0,0,77,0,0,0,2,4,0,854
9DA9-0000-0365-62DD,20,84,27,1203,12480,0,0,0,0,0,0,0,0,0,0,21,62,0,0,1,0,0,0,0,0,0,0,0,5,0,157
9DC6-0000-0329-6A6E,30,84,27,464,22451,0,0,0,0,0,0,0,0,194,29,1,0,0,0,1,0,0,0,0,0,0,0,4,6,5,0
9C75-0000-0362-33D2,500,240,27,4342,196509,0,0,0,0,7,0,1,0,13,2,3,2,1,0,7,0,0,0,8,5,21,49,33,94,22,17
9DD7-0000-0314-37E7,200,143,27,623,42516,0,0,0,0,0,0,0,0,171,0,0,0,1,9,1,0,0,0,0,0,1,0,1,2,1,36
9E39-0000-0300-BE41,500,240,27,2249,145988,20,1,0,3,8,1,0,0,174,2,20,2,0,56,27,1,0,0,18,4,20,30,95,34,5,117
9E52-0000-0322-AD3D,40,224,27,1800,28660,15,1,1,0,1,0,0,0,212,39,8,0,58,0,2,0,0,0,50,0,44,55,27,12,3,158
9ECA-0000-0365-555D,300,240,27,1387,31345,0,0,0,0,0,0,0,0,147,5,0,0,0,0,0,0,0,0,7,0,8,0,126,2,4,42
9DF1-0000-0303-90D9,500,218,27,1711,49584,23,0,4,1,0,0,0,0,58,1,0,0,4,4,1,0,0,0,0,0,5,1,20,7,2,11
9F24-0000-032A-DB59,20,239,27,1414,19969,7,0,1,0,2,0,0,0,1277,23,1,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0
9F2A-0000-035B-E7FC,500,240,27,3108,9895,8,1,14,0,6,0,0,0,74,6,7,0,3,0,19,0,0,0,5,1,18,19,137,30,4,85
9ECC-0000-0352-5E00,500,39,27,1214,413316,7,0,0,0,0,0,0,0,27,11,2,0,4,0,2,0,0,0,2,2,1,15,12,28,11,4
9F60-0000-033C-395A,500,57,27,2027,88186,0,0,0,0,0,0,0,0,470,46,0,0,2,14,20,0,0,0,2,0,406,5,18,4,0,22
9F4C-0000-0326-FEFA,80,46,27,1132,47400,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,4,2,3,2,19,26,2,6
A037-0000-035A-9DDC,200,147,27,1774,66966,0,0,0,0,0,0,0,0,66,6,0,0,2,0,0,0,0,0,1,0,37,0,69,30,1,127
A08F-0000-0327-32F2,500,240,27,3802,204150,3,0,0,0,0,0,0,0,82,12,0,0,46,0,25,0,0,0,2,4,19,7,201,21,3,98
A0C5-0000-0378-F254,50,124,27,2957,36716,9,0,14,72,0,0,0,0,50,4,0,0,0,0,2,0,0,0,4,0,17,21,44,11,4,291
A0A4-0000-0368-3737,70,240,27,2658,46628,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,17,30,17,14,3,60
A0E7-0000-035B-80DF,500,208,27,3520,78405,85,0,0,0,0,0,0,0,657,7,5,0,1,0,50,0,0,0,119,1,1,157,8,4,0,2
A0CB-0000-0334-93A1,300,84,27,3117,88595,0,0,0,0,2,0,0,0,1,2,1,0,11,3,0,0,0,0,1,1,9,1,4,30,5,41
A24B-0000-0388-A549,70,181,27,4086,58873,4,6,20,0,0,0,0,0,120,19,0,1,0,1,0,0,0,0,1,0,646,226,22,116,10,228
A326-0000-0316-5928,70,164,27,3529,61213,7,0,0,0,0,0,0,0,41,2,0,0,0,0,4,0,0,0,2,1,4,55,16,8,8,243
A370-0000-0320-1C32,40,84,27,2142,37997,14,0,0,0,0,0,0,0,162,8,18,0,0,0,0,0,0,0,0,0,5,25,0,4,0,0
A20B-0000-0330-3430,500,240,27,2868,40989,5,7,1,0,0,0,0,0,98,9,0,0,0,0,5,3,1,2,131,0,49,0,280,43,16,194
A430-0000-035E-A622,500,240,27,3344,138326,9,0,0,0,8,2,0,0,173,29,4,0,5,0,8,0,0,0,5,0,5,54,62,46,12,74
A47B-0000-035E-1FEB,500,233,27,2161,26623,0,0,0,0,20,0,0,0,57,0,0,0,0,0,0,0,0,0,78,0,3,111,0,0,0,0
A37E-0000-0356-2A37,20,153,27,1139,14118,24,5,0,0,0,0,0,0,40,5,2,2,0,0,0,0,0,0,0,0,72,9,0,0,0,38
A55A-0000-0317-25C0,200,24,27,360,31527,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,1,0,39,4,12,2,0,2
A6E8-0000-035D-15D4,500,240,27,4612,112533,13,0,10,0,3,0,0,0,76,11,17,0,28,0,3,0,0,0,1,3,59,3,99,13,2,0
A750-0000-032D-6933,500,240,27,2130,63962,4,19,1,1,0,0,0,0,128,5,0,0,0,0,0,0,0,0,0,0,6,1,0,4,9,20
A4C0-0000-036D-964B,20,105,27,382,8146,57,0,0,0,0,0,0,0,74,0,0,0,0,39,4,3,0,0,1,0,0,0,68,6,0,0
A787-0000-0329-0882,500,240,27,4576,95635,48,8,0,0,0,0,0,0,51,3,3,3,5,4,12,0,0,0,9,1,56,1,174,47,0,264
A7B0-0000-0321-82D4,500,240,27,434,71514,0,0,0,0,1,1,4,4,40,14,0,0,5,3,10,1,1,1,1,0,3,1,5,7,0,4
A764-0000-0317-E3FE,300,70,27,1422,98160,0,0,0,0,0,0,0,0,86,0,0,0,84,6,49,2,0,0,5,2,0,0,1,22,0,70
A79E-0000-032C-A7F4,420,240,27,2792,158484,7,0,6,0,0,0,0,0,88,11,4,1,7,0,10,0,0,0,4,0,12,0,34,23,0,98
A885-0000-031A-16F6,30,128,27,2395,26391,0,0,0,0,0,0,0,0,260,10,0,2,0,0,8,0,0,0,1,1,299,28,81,11,6,20
A991-0000-0336-3A14,50,240,27,2127,21230,26,0,0,0,0,0,0,0,75,0,3,0,0,0,0,0,0,0,95,0,7,1,4,5,1,0
A889-0000-036C-2DA3,400,102,27,2644,74578,21,0,0,1,0,0,0,0,14,2,4,1,5,0,16,0,0,0,36,0,51,181,19,23,11,20
AB39-0000-035A-045F,20,240,27,2271,41875,11,0,2,0,2,0,0,0,53,10,2,1,0,0,0,0,0,0,3,0,19,13,54,0,7,55
ABCF-0000-0354-483D,10,31,27,303,5067,0,0,0,0,0,0,0,0,107,11,0,0,11,0,0,0,0,0,4,0,0,0,6,0,0,98
AB5E-0000-0363-637D,500,152,27,4412,15775,32,0,0,0,117,0,0,0,310,0,0,0,0,0,3,0,0,0,189,43,6,216,0,4,0,36
AE2D-0000-0397-C34D,500,216,27,2872,205415,38,2,2,0,0,0,0,0,42,1,2,0,0,0,2,0,0,0,31,0,56,0,32,37,3,22
AD94-0000-032C-3217,200,24,27,2318,28766,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,2,0,0,4,0,235,0,61,21,1,17
AE9F-0000-0341-80AA,40,223,27,4309,39416,36,0,0,0,0,0,0,0,199,69,0,0,5,8,0,0,0,0,0,0,179,8,36,16,0,4
AE81-0000-0323-45E8,250,168,27,2064,13330,1,1,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,8,6,1,0,16,2,0,39
AEC4-0000-0387-DC1E,500,192,27,1884,16793,0,0,0,0,41,0,0,0,12,0,30,0,3,16,8,0,0,0,80,0,143,198,30,8,3,23
AF0D-0000-0368-23A1,70,240,27,2696,49444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,2,0,17,30,17,14,3,60
AF11-0000-036D-65A5,400,68,27,2057,56199,0,2,0,0,0,0,0,0,19,31,0,0,3,0,44,0,0,1,18,0,5,9,44,16,0,66
AF2C-0000-036D-052B,500,240,27,3433,85811,13,0,0,0,1,4,0,0,15,5,8,1,2,0,45,0,0,0,22,13,173,112,18,26,2,14
AF37-0000-0300-D88E,80,240,27,2411,47812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,6,22,8,0,0
AFF1-0000-0369-401C,100,84,27,1288,66871,31,0,0,0,0,0,0,0,85,0,3,0,13,0,0,0,0,0,0,0,0,1,59,1,0,300
B000-0000-030E-37B0,500,240,27,4143,119590,2,1,0,0,4,1,0,0,39,6,4,0,4,10,9,0,0,0,20,14,40,19,31,150,44,20
B0FD-0000-031D-9C8C,500,210,27,1573,82383,0,0,0,0,0,0,0,0,60,11,0,0,0,0,1,0,0,0,0,0,6,16,30,6,8,17
AEE4-0000-035E-C1E4,500,240,27,3716,192600,3,0,1,0,0,0,0,0,8,2,2,0,13,2,11,1,0,0,2,0,8,83,50,10,83,0
B0E8-0000-0384-CBEC,40,216,27,2207,36683,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,1,0,686,65,292,15,0,0
58D8-0000-035B-0734,300,135,27,1945,101783,10,2,2,0,0,0,0,0,75,2,0,0,11,1,0,0,0,0,9,0,3,567,87,12,1,69
B198-0000-0318-F583,50,240,27,1874,38630,10,0,0,0,1,0,0,0,24,11,2,0,0,0,24,0,0,0,11,0,0,45,2,6,3,234
B180-0000-030C-7467,70,240,27,3426,62125,0,0,1,2,0,0,0,0,56,18,0,0,0,3,0,0,0,0,0,0,112,2,25,7,1,51
B182-0000-0322-439D,500,240,27,2270,27083,17,0,8,2,0,0,2,0,17,1,0,0,0,1,1,0,0,3,0,1,399,8,111,7,0,5
B20A-0000-0305-DEC4,500,120,27,3673,29316,0,0,0,0,0,0,0,0,220,50,0,0,0,0,25,0,0,0,59,11,0,36,28,61,9,17
